AS10846;deere.com
AS7630;kasikornbank.com
AS786;qub.ac.uk
AS7973;mayoclinic.org
AS8068;live.com
AS8068;microsoft365.com
AS8068;msedge.net
AS8068;msn.com
AS8068;office.com
AS8068;virtualearth.net
AS8069;mi.com
AS8069;miui.com
AS8069;volvocars.com
AS8069;xiaomi.net
AS8075;appcenter.ms
AS8075;azure.com
AS8075;bing.com
AS8075;chelseafc.com
AS8075;churchtimes.co.uk
AS8075;drawnames.co.uk
AS8075;elmueble.com
AS8075;foyles.co.uk
AS8075;gamepass.com
AS8075;gramophone.co.uk
AS8075;icicibank.com
AS8075;inaturalist.org
AS8075;intel.com
AS8075;microsoft.com
AS8075;minecraft.net
AS8075;mojang.com
AS8075;nuget.org
AS8075;o2.co.uk
AS8075;office365.com
AS8075;onenote.net
AS8075;playblackdesert.com
AS8075;sharepoint.com
AS8075;skype.com
AS8075;tredz.co.uk
AS8075;uefa.com
AS8075;visualstudio.com
AS8075;windows.com
AS8075;wolves.co.uk
AS8075;xbox.com
AS8075;xboxlive.com
AS8220;made-in-china.com
AS8551;inner-active.mobi
AS8551;scrdairy.com
AS8560;fasthosts.co.uk
AS8560;gmx.co.uk
AS8560;livedns.co.uk
AS8590;bmw.de
AS8659;wipo.int
AS8732;tplusgroup.ru
AS8881;indianoil.in
AS8972;aatkit.com
AS9123;bidvol.com
